"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"344","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","42","MethodArgumentCouldBeFinal: Parameter 'password' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"345","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","8","CommentRequired: Header comments are required","Documentation","CommentRequired"
"346","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","8","CommentRequired: Header comments are required","Documentation","CommentRequired"
"347","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","8","DataClass: The class 'UserDetailsCollections' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=12, WMC=13)","Design","DataClass"
"348","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","8","DataClass: The class 'UserDetailsCollections' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=12, WMC=13)","Design","DataClass"
"349","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","10","CommentRequired: Field comments are required","Documentation","CommentRequired"
"350","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","10","CommentRequired: Field comments are required","Documentation","CommentRequired"
"351","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","10","UnusedPrivateField: Avoid unused private fields such as 'HOSTING_SEQ_KEY'.","Best Practices","UnusedPrivateField"
"352","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","10","UnusedPrivateField: Avoid unused private fields such as 'HOSTING_SEQ_KEY'.","Best Practices","UnusedPrivateField"
"353","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","13","CommentRequired: Field comments are required","Documentation","CommentRequired"
"354","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","13","CommentRequired: Field comments are required","Documentation","CommentRequired"
"355","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","18","MethodArgumentCouldBeFinal: Parameter 'employeeID' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"356","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","18","MethodArgumentCouldBeFinal: Parameter 'employeeID' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"357","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","24","MethodArgumentCouldBeFinal: Parameter 'firstName' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"358","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","24","MethodArgumentCouldBeFinal: Parameter 'firstName' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"359","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","30","MethodArgumentCouldBeFinal: Parameter 'lastName' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"360","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","30","MethodArgumentCouldBeFinal: Parameter 'lastName' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"361","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","36","MethodArgumentCouldBeFinal: Parameter 'emailAddress' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"362","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","36","MethodArgumentCouldBeFinal: Parameter 'emailAddress' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"363","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","42","MethodArgumentCouldBeFinal: Parameter 'contactNumber' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"364","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","42","MethodArgumentCouldBeFinal: Parameter 'contactNumber' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"365","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","48","MethodArgumentCouldBeFinal: Parameter 'role' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"366","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","48","MethodArgumentCouldBeFinal: Parameter 'role' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"367","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","51","CommentRequired: Field comments are required","Documentation","CommentRequired"
"368","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","51","CommentRequired: Field comments are required","Documentation","CommentRequired"
"369","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","51","FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.","Code Style","FieldDeclarationsShouldBeAtStartOfClass"
"370","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","51","FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.","Code Style","FieldDeclarationsShouldBeAtStartOfClass"
"371","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","52","CommentRequired: Field comments are required","Documentation","CommentRequired"
"372","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","52","CommentRequired: Field comments are required","Documentation","CommentRequired"
"373","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserDetailsCollections.java","3","52","FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.","Code Style","FieldDeclarationsShouldBeAtStartOfClass"
